,"[Zr], M","[BDC], M",Modulator,"[Mod],M",[H$_2$O]:[Zr] ratio,"Aging, h","T, $^o$C",Number of DMF washes,Total washes,Last  solvent in pores,"Activation T, $^o$C","Activation time, h","Time of synthesis, h",Zr source,Area,Size,Defects
26,0.15306699153500292,0.1523197378485553,HCl,1.9119238974358967,28.881025641025637,0.0,120.0,3,3,MeOH,200.0,3.0,24.0,False,1139.2121897994077,213.99935756076258,4.8478518781835875
27,0.027070058037886258,0.037872729271452285,None,0.0,7.001017377567141,0.0,100.0,1,1,MeOH,150.0,24.0,12.0,False,1068.1059366873724,85.57935912769099,4.010182002098544
28,0.1617832769711212,0.2023271367075472,HCl,1.985155555555556,7.472076190476191,0.0,220.0,2,3,MeOH,150.0,2.0,20.0,False,1179.7287172083709,241.13924626312024,5.421923086870741
29,0.1617832769711212,0.2425524131449527,HCl,1.985155555555556,7.472076190476191,0.0,220.0,2,3,MeOH,150.0,2.0,20.0,False,1179.7287172083709,241.13924626312024,5.497993272804296
30,0.19577433184564802,0.19437179800620927,HF,4.998176943699732,1.3070232707774798,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1136.098972492143,266.97011691619093,5.267302768735802
31,0.018738950671985426,0.01882029126033891,AcOH,16.89195266272189,0.0,0.0,120.0,3,6,MeOH,250.0,12.0,24.0,False,1181.2891247476975,195.9922155073221,4.609361699164642
32,0.018122958568781832,0.018107253866749228,HF,3.0004999245283015,4.8751528301886795,0.0,120.0,2,4,MeOH,90.0,12.0,24.0,False,1046.090635775111,605.8352130498602,3.6006468487166012
33,0.17424706328761566,0.1866475166314603,HCl,2.135433540372671,7.372584298136648,0.0,150.0,2,4,MeOH,100.0,12.0,24.0,True,1187.6386151784645,263.92578858508824,5.339476399283484
34,0.0256468160815388,0.025649324745388568,None,0.0,7.200275352973874,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1182.5628631050636,103.7732828533297,3.6151695055179864
35,0.07627327136408686,0.07548940391906017,NH3,0.16830666666666666,4.440706666666666,0.5,110.0,0,3,MeOH,80.0,0.0,5.0,False,1123.439758710569,63.785216400080486,4.211935324851849
36,0.0256468160815388,0.03847198732666344,None,0.0,7.200275352973874,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1110.8765545052704,80.15943158769366,4.795914104758975
37,0.07627327136408686,0.07548940391906017,NH3,0.16830666666666666,4.440706666666666,0.5,110.0,0,3,MeOH,80.0,0.0,15.0,False,1150.1326153799064,80.58653102416946,4.432639115935663
38,0.018406025152432386,0.018485920603429337,AcOH,33.78390532544378,0.0,0.0,120.0,3,6,MeOH,250.0,12.0,24.0,False,1300.2671810627996,261.11944500147274,4.579040491571233
39,0.07627327136408686,0.07548940391906017,NH3,0.16830666666666666,4.440706666666666,0.5,110.0,0,3,MeOH,80.0,0.0,1.0,False,1103.0855279340599,47.5663914222381,4.205377371243786
40,0.15788041894176402,0.15710966671171742,HCl,1.9119238974358967,17.926153846153845,0.0,120.0,3,3,MeOH,200.0,3.0,24.0,False,1177.0121004838538,217.1605162994829,4.810442736131201
41,0.02539359462378691,0.03809213773120109,None,0.0,28.80110141189549,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1108.120302760398,48.15743523308478,5.13345525126679
42,0.02539359462378691,0.025396078518577045,None,0.0,28.80110141189549,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1224.0016223526147,81.62746782578051,3.8209206402077562
43,0.19662882045334987,0.1952201650290414,HF,3.9985415549597856,1.0456985874530829,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1236.9336521275484,266.22670120042216,5.281605493625873
44,0.02522754010689478,0.04929549309517936,None,0.0,43.201652117843246,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,994.394684205839,39.47292357735631,5.543147775634813
45,0.08773642573925118,0.08950754515040289,TFA,6.355636363636362,0.0,0.5,120.0,5,2,MeOH,150.0,8.0,72.0,False,1259.213382718702,289.6863495584525,5.084336103760878
46,0.1617832769711212,0.16210186027014167,HCl,1.985155555555556,7.472076190476191,0.0,220.0,2,3,MeOH,150.0,2.0,20.0,False,1204.818335443779,241.13924626312024,5.20442832408881
47,0.1617832769711212,0.283378066842618,HCl,1.985155555555556,7.472076190476191,0.0,160.0,2,3,MeOH,150.0,2.0,20.0,False,1255.2602896545952,241.13924626312024,5.583795105352962
48,0.16300640656974336,0.16221062991664328,HCl,1.9119238974358967,6.600808205128202,0.0,120.0,3,3,MeOH,200.0,3.0,24.0,False,1195.1325361279,262.41771630290236,4.856809729990513
49,0.1617832769711212,0.32360334328002355,HCl,1.985155555555556,7.472076190476191,0.0,160.0,2,3,MeOH,150.0,2.0,20.0,False,1255.2602896545952,241.13924626312024,5.617381856891765
50,0.008712251245721895,0.008709863943716952,BzOH,19.999701492537312,0.0,0.0,120.0,3,5,MeOH,25.0,12.0,24.0,False,1224.2225915271354,228.3675786125494,4.114742112866985
51,0.1617832769711212,0.2023271367075472,HCl,1.985155555555556,7.472076190476191,0.0,160.0,2,3,MeOH,150.0,2.0,20.0,False,1256.7877153646941,241.13924626312024,5.3931795067174155
52,0.1617832769711212,0.2425524131449527,HCl,1.985155555555556,7.472076190476191,0.0,160.0,2,3,MeOH,150.0,2.0,20.0,False,1256.7877153646941,241.13924626312024,5.498956274355767
53,0.02506477404707361,0.025067225778015758,None,0.0,57.50219899944414,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1177.2952237757502,76.0583062789045,4.090045473702655
54,0.02522754010689478,0.02523000775892939,None,0.0,43.201652117843246,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1175.43023566708,75.89864833713156,3.9784311202892444
55,0.008712251245721895,0.008709863943716952,BzOH,79.99880597014925,0.0,0.0,120.0,3,5,MeOH,25.0,12.0,24.0,False,1345.028882225473,1005.5875919347781,4.14999094919301
56,0.017774445857986175,0.017851599798409706,AcOH,67.56781065088758,0.0,0.0,120.0,3,6,MeOH,250.0,12.0,24.0,False,1345.733814951957,542.110387425508,4.54878306727676
57,0.01718477229871649,0.01725936662974208,AcOH,101.35171597633136,0.0,0.0,120.0,3,6,MeOH,250.0,12.0,24.0,False,1361.7938165058913,606.4997422520191,4.437497897764525
58,0.025561849656883986,0.025564350009674896,None,0.0,14.400550705947747,0.0,110.0,3,6,MeOH,100.0,12.0,24.0,False,1216.1798999158977,91.90988488970257,3.590781818154009
59,0.07627327136408686,0.07548940391906017,NH3,0.16830666666666666,4.440706666666666,0.5,110.0,0,3,MeOH,80.0,0.0,20.0,False,1209.140270324449,116.66229816846567,4.533176502253803
60,0.1617832769711212,0.32360334328002355,HCl,1.985155555555556,7.472076190476191,0.0,100.0,2,3,MeOH,150.0,2.0,20.0,False,1375.0002673075344,213.7188805498772,5.077055109469346
61,0.1617832769711212,0.16210186027014167,HCl,1.985155555555556,7.472076190476191,0.0,160.0,2,3,MeOH,150.0,2.0,20.0,False,1270.528009847038,241.13924626312024,5.176789188012024
62,0.008712251245721895,0.008709863943716952,BzOH,39.999402985074624,0.0,0.0,120.0,3,5,MeOH,25.0,12.0,24.0,False,1336.2180680393628,713.999021938944,4.1276130845628085
63,0.08413938867685762,0.08583789534922773,TFA,12.711272727272727,0.0,0.5,120.0,5,2,MeOH,150.0,8.0,72.0,False,1342.3241765850864,308.0640510885721,4.981729696035335
64,0.09217735801116453,0.12220988490398525,TFA,13.274430379746835,0.0,0.0,120.0,2,5,MeOH,120.0,24.0,24.0,False,1332.7822935221889,408.10343219264905,4.822069393199101
65,0.0967642998037277,0.12829130924316548,Form,13.274430379746835,0.0,0.0,120.0,2,5,MeOH,120.0,24.0,24.0,False,1333.4462270486106,409.7730624962274,4.869754562570612
66,0.08082567987622796,0.08245729330636431,TFA,19.06690909090909,0.0,0.5,120.0,5,2,MeOH,150.0,8.0,72.0,False,1357.8636068871194,312.387302417211,4.847129829056472
67,0.19918827404961886,0.19776128261442788,HF,0.9996353887399464,0.261404654155496,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1415.97847872505,267.4593520415497,5.268428176302404
68,0.031998798489529696,0.031999036898814184,HCl,9.375352018237896,323.69965401636045,0.0,120.0,3,3,MeOH,0.0,0.0,24.0,False,1399.9313011601703,182.45712848043513,4.246890629002429
69,0.031998798489529696,0.031999036898814184,HCl,3.7501408072951583,129.47361137186536,0.0,120.0,3,3,MeOH,0.0,0.0,24.0,False,1393.2010064828899,179.07144916859605,4.274293488136283
70,0.1983113601432664,0.19689065094853225,HF,1.999270777479893,0.5228492937265415,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1417.5566179420339,277.7972935754015,5.291624736293302
71,0.1974421896269553,0.1960277071987737,HF,2.9989061662198395,0.7842139624664878,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1373.1684377952765,266.22670120042216,5.275350377375942
72,0.1617832769711212,0.2425524131449527,HCl,1.985155555555556,7.472076190476191,0.0,100.0,2,3,MeOH,150.0,2.0,20.0,False,1379.161669002843,213.7188805498772,4.967244432283134
73,0.1617832769711212,0.16210186027014167,HCl,1.985155555555556,7.472076190476191,0.0,100.0,2,3,MeOH,150.0,2.0,24.0,False,1362.9799219332153,192.2848082652004,4.682827518073634
74,0.1617832769711212,0.2023271367075472,HCl,1.985155555555556,7.472076190476191,0.0,100.0,2,3,MeOH,150.0,2.0,20.0,False,1379.161669002843,213.7188805498772,4.9047183649648876
75,0.1617832769711212,0.283378066842618,HCl,1.985155555555556,7.472076190476191,0.0,100.0,2,3,MeOH,150.0,2.0,20.0,False,1375.0002673075344,213.7188805498772,5.045698543798173
76,0.07776309233561306,0.0793328818631248,TFA,25.42254545454545,0.0,0.5,120.0,5,2,MeOH,150.0,8.0,72.0,False,1407.3962261238464,434.81425187134914,4.766424837613178
77,0.007126305723113139,0.007148016613495456,AcOH,263.10967741935485,0.0,0.0,120.0,3,6,MeOH,250.0,3.0,24.0,False,1449.2913586390596,584.0489880765888,4.149283744292771
78,0.1952407405220618,0.19384202934865244,HCl,3.998541554959785,13.80496471849866,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1510.813769112272,204.00225597038576,5.112495196317629
79,0.19293437690451576,0.19155218859694467,HCl,5.997812332439679,20.707447077748,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1520.2669448520874,202.75204511571732,5.051744624343474
80,0.02488843117061449,0.024980437007163063,AcOH,70.31379310344828,0.0,0.0,123.0,4,1,MeOH,120.0,24.0,24.0,False,1505.859554472004,523.3702797909616,4.38521006077183
81,0.1917785275341317,0.19040461976998,HCl,6.997447721179625,24.166185522788204,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1505.3276317608977,198.97558275930777,4.9911753559294985
82,0.1941042433664641,0.19271367409656232,HCl,4.998176943699732,17.243710455764074,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1519.4709371592153,203.709167038801,5.062663273949145
83,0.19643883048599203,0.19503153615614294,HCl,2.9989061662198395,10.353723538873995,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1561.245760073632,212.45630083355283,5.116507142158164
84,0.19765171533710327,0.19623573185974968,HCl,1.9992707774798928,6.8125151742627335,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1598.5851545824125,239.17380857831193,5.12566100880503
85,0.19883025972669105,0.19740583311804386,HCl,0.9996353887399464,3.4512411796246645,0.0,120.0,0,3,MeOH,150.0,10.0,24.0,False,1587.678353714502,278.40291425900557,5.14468055435972
86,0.025026074580808938,0.025118589248027214,Form,102.89921379310344,0.0,0.0,123.0,4,1,MeOH,120.0,24.0,24.0,False,1670.7150460148246,595.9425649201128,4.332007076368744
87,0.013655781270591373,0.07009061960135765,AcOH,87.82711904761904,0.0,0.0,90.0,3,6,Water,0.0,0.0,18.0,True,1125.7181642517592,37.9754080056598,4.600255587491565
88,0.011727584955183872,0.06019382411364595,AcOH,298.44166666666666,0.0,0.0,90.0,3,6,Water,0.0,0.0,18.0,True,1254.5267037719682,197.0376079907977,4.594654708702055
89,0.00904906246541965,0.04644585193954162,AcOH,740.5770270000003,0.0,0.0,90.0,3,6,Water,0.0,0.0,18.0,True,1266.7837432860094,699.1412702112386,4.605691653283899
90,0.01396473559798032,0.07167638022582275,TFA,44.339904761904755,0.0,0.0,90.0,3,6,Water,0.0,0.0,18.0,True,1249.4897275955232,120.36105648074331,4.642152482395991
91,0.008629824914322976,0.008627204036226356,None,0.0,1.0000015122873345,0.0,120.0,0,0,CHCl3,250.0,6.0,24.0,False,1075.33970299111,182.78047555447833,5.026336360464832
92,0.074748347230989,0.07572771420749005,None,0.0,0.0,0.0,120.0,2,2,CHCl3,150.0,12.0,24.0,False,1207.1932819264284,195.96586438680168,4.838092525607061
93,0.0430167491427494,0.042974486782914434,BzOH,9.99975382165605,3.0046574522293,0.0,120.0,2,2,CHCl3,95.0,19.0,24.0,False,1281.7734130510576,100.87515472579565,4.4511464271067505
94,0.008139898625395353,0.008122072902950795,HCl,23.17209056603773,80.02505660377359,0.0,50.0,5,5,DMF,200.0,16.0,24.0,False,1006.7701479707698,144.40933648161717,4.62634611272387
95,0.036916263847701705,0.03694604865355821,None,0.0,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1160.0855518469882,155.262969407557,5.409281368063073
96,0.024478686356286423,0.024379728397116603,BzOH,15.846720000000001,107.454744,0.0,120.0,8,8,DMF,120.0,24.0,24.0,False,1179.9578562996844,234.67397028230084,4.3509270597078675
97,0.16181800686128894,0.3236472406090513,HCl,2.00003914308384,7.528036392488759,0.0,220.0,4,4,DMF,270.0,72.0,24.0,False,1210.4834846607218,266.73604697480386,5.614791880174335
98,0.017439613540353966,0.01744483233244625,BzOH,10.004074285714283,1.3320732857142856,0.0,120.0,4,4,DMF,200.0,24.0,24.0,False,1381.5101875801483,382.26839138665997,5.176417057718944
99,0.042959025335013286,0.08586555643950526,None,0.0,3.000515021459228,0.0,120.0,1,1,DMF,100.0,12.0,24.0,False,1247.0091117140496,179.05082809083734,4.1842110394610526
100,0.028864713237129257,0.02871977529082833,Form,200.52279069767445,0.0,0.0,120.0,2,2,DMF,200.0,24.0,72.0,False,1416.5894489937584,469.5002718853143,4.826914845085809
101,0.03052654137949355,0.03037325892077428,Form,150.3920930232558,0.0,0.0,120.0,2,2,DMF,200.0,24.0,72.0,False,1390.2405885461387,319.00563068957587,4.840870172661853
102,0.03645385097923519,0.03648326270081725,AcOH,6.001726218097447,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1327.6067529993866,187.61513966708577,5.346373561586164
103,0.03600287916110585,0.03603192702928972,AcOH,12.003452436194895,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1351.8579333250345,191.77103321497424,5.31090920402716
104,0.036610077645710594,0.03663961541420113,Form,6.001726218097447,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1409.4850192297677,211.47331682994943,5.339820708372663
105,0.017439613540353966,0.01744483233244625,BzOH,20.006761428571426,1.3320732857142856,0.0,120.0,4,4,DMF,200.0,24.0,24.0,False,1388.88669913723,385.1357715295377,5.145297919315766
106,0.034305310552493085,0.03433298878718305,AcOH,36.01035730858469,2.973828306264502,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1460.8879609622486,281.8084186837777,5.190373103607298
107,0.02259584611417448,0.022482385935172683,AcOH,300.7841860465116,0.0,0.0,120.0,2,2,DMF,200.0,24.0,72.0,False,1406.204471620274,564.0064740157794,4.90570129200755
108,0.03629610249251315,0.03632538693935066,TFA,6.001726218097447,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1434.2619294624392,241.0639898932107,5.3261947763798
109,0.036309285139458115,0.03633858022232805,Form,12.003452436194895,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1464.703590048262,212.4772156355859,5.305602235736617
110,0.026030567732009426,0.0258998608375002,Form,300.7841860465116,0.0,0.0,120.0,2,2,DMF,200.0,24.0,72.0,False,1441.7510646651058,612.9790218985897,4.824296718487789
111,0.017439613540353966,0.01744483233244625,BzOH,30.00944857142857,1.3320732857142856,0.0,120.0,4,4,DMF,200.0,24.0,24.0,False,1473.38150006649,445.83157996978406,5.124273932234015
112,0.017439613540353966,0.01744483233244625,BzOH,40.01213571428571,1.3320732857142856,0.0,120.0,4,4,DMF,200.0,24.0,24.0,False,1511.8314894493708,675.4741880496108,5.122799416142627
113,0.03515296705135725,0.03518132919285739,Form,36.01035730858469,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1596.4385853507854,287.0045339681267,5.2172847385775
114,0.017439613540353966,0.01744483233244625,BzOH,50.01621,1.3320732857142856,0.0,120.0,4,4,DMF,200.0,24.0,24.0,False,1516.560072122343,755.4177045115714,5.122945044619264
115,0.0304732607120603,0.03049784716961375,AcOH,100.05580510440836,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1508.2133211652565,613.6047000700739,5.024595717059513
116,0.06868617865448866,0.06853763560404506,AcOH,50.33183505154639,1.3333731958762889,0.0,100.0,3,3,DMF,300.0,2.0,336.0,False,1496.225107522665,209.57040100027197,4.886595678677373
117,0.03569608875454306,0.0357248890978762,TFA,12.003452436194895,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1528.6919441806124,243.76602542218984,5.2925657336312995
118,0.032401613582915184,0.03242775587548267,Form,100.05580510440836,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1633.7629413501509,427.21393559048227,5.00967884571563
119,0.033483016556340214,0.03351003134721218,TFA,36.01035730858469,2.973828306264501,0.0,120.0,4,4,DMF,200.0,24.0,72.0,False,1652.0926877268564,364.9545881128179,4.99362223053807
120,0.16213502906722288,0.3243062044081984,HCl,2.000343347639485,6.905185236051503,0.0,220.0,1,2,Acetone,250.0,0.0,16.0,False,1051.90899183668,212.59677854875827,5.397834419890965
121,0.08153106762787506,0.06019382411364594,None,0.0,0.0,0.0,120.0,0,5,Acetone,110.0,12.0,48.0,False,1108.9665659231491,171.83199720589545,4.534428374815439
122,0.04985680441044677,0.0522276124253236,None,0.0,3.000515021459228,0.0,120.0,2,5,Acetone,120.0,4.0,16.0,False,1098.9856107763815,141.88780809250292,5.189910823949926
123,0.06654355728320377,0.06646123601737071,AcOH,29.962285714285716,0.0,24.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1130.3733781504607,343.4483267244067,4.54399494852657
124,0.03102535702429596,0.03789981518266596,AcOH,41.78183333333333,0.0,0.0,120.0,4,8,Acetone,120.0,12.0,24.0,True,1220.2844218251303,43.66811300482118,4.591517743359019
125,0.06847618145634016,0.06839146933443016,AcOH,14.981142857142856,23.96982857142857,48.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1189.7749551421125,38.66016969581034,4.351807039369546
126,0.06847618145634016,0.06839146933443016,AcOH,14.981142857142856,23.96982857142857,24.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1211.257835950327,52.03755959581258,4.3475397024173965
127,0.06950289638030027,0.06941691410579187,AcOH,14.981142857142856,11.984914285714288,48.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1192.9773914574523,47.40070949146056,4.508488000086811
128,0.06654355728320377,0.06646123601737071,AcOH,29.962285714285716,0.0,0.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1230.013700859853,270.4918524642111,4.622717608483136
129,0.06560182090861835,0.06552066466812513,AcOH,29.962285714285716,11.984914285714288,48.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1248.9321510880482,71.95315902852789,4.364186300038782
130,0.06468636781298599,0.0646063440826969,AcOH,29.962285714285716,23.96982857142857,48.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1243.9601667806744,66.20110760482521,4.324341055569779
131,0.02574665293511844,0.025883344368867755,None,0.0,0.0,0.0,120.0,3,9,Acetone,120.0,18.0,24.0,False,1206.4847698047056,124.51823328778822,4.23357775052423
132,0.06950289638030027,0.06941691410579187,AcOH,14.981142857142856,11.984914285714288,24.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1213.6004356691683,60.77809939146286,4.5497110597165875
133,0.06654355728320377,0.06646123601737071,AcOH,29.962285714285716,0.0,48.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1118.1858082120873,327.8550694207538,4.495983988643876
134,0.06468636781298599,0.0646063440826969,AcOH,29.962285714285716,23.96982857142857,24.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1264.4627075849507,79.57849750482751,4.338468942678321
135,0.03221863998676888,0.03935750038199927,Form,23.87533333333333,0.0,0.0,120.0,4,8,Acetone,120.0,12.0,24.0,True,1293.343373424253,42.437307375791534,4.592074092856565
136,0.025491735579325187,0.02562707363254233,AcOH,6.000779999999999,0.0,0.0,120.0,3,9,Acetone,120.0,18.0,24.0,False,1329.709049952459,152.34612882114664,4.2689412794272155
137,0.06468636781298599,0.0646063440826969,AcOH,29.962285714285716,23.96982857142857,0.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1451.895211075762,93.07441297503581,4.345676950997907
138,0.07830044909840743,0.07622181612171144,Form,99.9391812865497,0.0,0.0,120.0,0,1,Acetone,25.0,24.0,23.0,False,1403.8989049054737,222.98369763909824,4.127896571409806
139,0.02528090782641397,0.02541512657500181,Form,15.00195,5.227864000000001,0.0,120.0,3,9,Acetone,120.0,18.0,24.0,False,1405.6745328698032,131.36042129084444,4.051825881973688
140,0.018738950671985426,0.01882029126033891,AcOH,16.89195266272189,0.0,0.0,120.0,1,7,Acetone,250.0,24.0,24.0,False,1371.6240397238937,179.0382052324069,4.873862506662053
141,0.0331108163566814,0.035299283267672225,AcOH,32.62560000000001,20.693952000000007,0.0,120.0,3,7,Acetone,120.0,12.0,24.0,False,1450.770990343644,159.48065560792946,4.279105346292625
142,0.06560182090861835,0.06552066466812513,AcOH,29.962285714285716,11.984914285714288,24.0,120.0,2,2,Acetone,150.0,12.0,24.0,False,1273.648151724423,85.33054892853019,4.398439307612963
143,0.02452062184296994,0.02465080416082644,AcOH,30.0039,0.0,0.0,120.0,3,9,Acetone,120.0,18.0,24.0,False,1425.2343752890179,182.75074335414573,4.287359656285522
144,0.018406025152432386,0.018485920603429337,AcOH,33.78390532544378,0.0,0.0,120.0,1,7,Acetone,250.0,24.0,48.0,False,1464.596212736949,210.07191956809027,4.835736873292539
145,0.03561171414962667,0.03954763323408622,HCl,11.327217803030305,39.34003787878788,0.0,120.0,4,8,Acetone,150.0,15.0,24.0,True,1428.132428101171,184.20810337996946,4.541428221719168
